<DATE>;<TIME>;<OPEN> ;<HIGH>;<LOW> ;<CLOSE> ;<VOL>
15.11.2017;140000;23,322.9474727;23,322.9474727;23,278.2559638;23,283.9161549;3,6
15.11.2017;150000;23,285.2061984;23,297.3166073;23,273.0057865;23,293.2764709;3,599
15.11.2017;160000;23,293.4164757;23,316.4772543;23,267.2055907;23,275.1858601;3,538
15.11.2017;170000;23,274.9558524;23,274.9558524;23,272.0657548;23,272.0657548;1,2
16.11.2017;100000;23,366.1289307;23,425.5509370;23,366.1289307;23,406.5002938;1,798
16.11.2017;110000;23,404.5902293;23,453.1818700;23,404.5902293;23,442.2114996;3,596
16.11.2017;120000;23,442.1714982;23,470.6524598;23,442.1714982;23,465.7322937;3,598
16.11.2017;130000;23,465.6122897;23,474.1125767;23,460.2521087;23,464.8122626;3,595
16.11.2017;140000;23,465.0822718;23,481.7628350;23,462.3021779;23,473.3925523;3,599
16.11.2017;150000;23,472.6625277;23,492.9832138;23,464.4122491;23,470.7524632;3,595
16.11.2017;160000;23,470.5524565;23,474.5425912;23,450.9517947;23,456.8419935;3,569
16.11.2017;170000;23,458.1120364;23,459.1520715;23,457.7720249;23,459.1520715;1,2
17.11.2017;100000;23,418.2606909;23,419.6407375;23,365.1288969;23,392.9998380;1,72
17.11.2017;110000;23,392.8098316;23,417.3906615;23,373.2091698;23,388.1796752;3,501
17.11.2017;120000;23,388.0996725;23,390.2897465;23,357.7186467;23,374.2992066;3,508
17.11.2017;130000;23,374.0891995;23,379.9593977;23,361.9687902;23,376.7192883;3,553
17.11.2017;140000;23,376.3592761;23,376.6392856;23,362.4888078;23,370.4990783;3,554
17.11.2017;150000;23,370.5690806;23,376.2092711;23,356.7986157;23,371.2491036;3,563
17.11.2017;160000;23,371.1891016;23,384.1995408;23,357.6086430;23,360.5787433;3,448
17.11.2017;170000;23,358.7186805;23,359.6487119;23,358.6486781;23,359.0286910;1,199
20.11.2017;100000;23,371.4991120;23,418.4906986;23,361.3687700;23,417.9706811;1,799
20.11.2017;110000;23,415.7206051;23,448.2217025;23,413.0505150;23,443.4315407;3,575
20.11.2017;120000;23,443.9115570;23,456.3219760;23,438.2213648;23,453.2818733;3,577
20.11.2017;130000;23,453.1918703;23,457.6720216;23,435.4612716;23,446.3416390;3,598
20.11.2017;140000;23,446.5016444;23,456.3519770;23,444.9215911;23,455.5319493;3,6
20.11.2017;150000;23,454.7519230;23,455.6019517;23,441.2114658;23,444.1615654;3,598
20.11.2017;160000;23,444.0515617;23,450.9817957;23,416.4906311;23,432.6811778;3,577
20.11.2017;170000;23,432.6811778;23,432.6811778;23,431.1211251;23,431.1211251;1,199
21.11.2017;100000;23,500.9434826;23,580.7961787;23,500.9434826;23,569.4957972;1,799
21.11.2017;110000;23,569.3257914;23,599.2268010;23,562.1955507;23,597.5667449;3,599
21.11.2017;120000;23,597.8667551;23,616.4273818;23,594.9166555;23,608.0470988;3,598
21.11.2017;130000;23,607.7970904;23,617.6974246;23,603.0069286;23,610.5971849;3,599
21.11.2017;140000;23,610.2671738;23,618.5974550;23,606.5770492;23,606.5770492;3,599
21.11.2017;150000;23,606.1070333;23,607.6370850;23,590.5765089;23,600.5768466;3,6
21.11.2017;160000;23,600.6768500;23,600.8868570;23,578.7561098;23,591.9065538;3,585
21.11.2017;170000;23,591.9065538;23,592.1765630;23,590.7365143;23,591.6265444;1,199
22.11.2017;100000;23,598.0367608;23,606.5670488;23,564.9856449;23,579.2661270;1,798
22.11.2017;110000;23,581.3761983;23,582.2162267;23,554.4752900;23,573.5959356;3,597
22.11.2017;120000;23,573.4259299;23,576.6760396;23,532.9245624;23,536.8346944;3,579
22.11.2017;130000;23,536.7646920;23,539.1547727;23,508.4037345;23,528.7144202;3,598
22.11.2017;140000;23,528.6444179;23,528.9644287;23,508.7637466;23,527.7043861;3,598
22.11.2017;150000;23,527.5143797;23,545.6849932;23,527.1443672;23,534.5446171;3,598
22.11.2017;160000;23,534.5246164;23,546.0250047;23,527.0143628;23,528.6244172;3,573
22.11.2017;170000;23,528.6244172;23,528.7644219;23,526.8343567;23,526.9743615;1,198
24.11.2017;100000;23,553.5452586;23,574.8259771;23,553.4652559;23,567.6057333;1,796
24.11.2017;110000;23,567.8757425;23,582.9062499;23,559.6654653;23,580.2661608;3,54
24.11.2017;120000;23,580.2461601;23,599.9768263;23,575.9360146;23,580.5061689;3,6
24.11.2017;130000;23,580.3961652;23,587.3864012;23,552.3852194;23,560.5354946;3,6
24.11.2017;140000;23,560.7155007;23,560.8455051;23,558.7854355;23,558.7854355;1,2
27.11.2017;100000;23,553.6552623;23,615.5773531;23,545.8149976;23,603.4569438;1,797
27.11.2017;110000;23,603.1169323;23,639.7181681;23,597.1367304;23,633.1079450;3,598
27.11.2017;120000;23,633.0779439;23,633.3679537;23,552.9252377;23,593.6966143;3,597
27.11.2017;130000;23,593.3866038;23,596.6367135;23,580.5261696;23,589.0664579;3,595
27.11.2017;140000;23,589.1564610;23,596.6067125;23,583.0862560;23,594.3166352;3,594
27.11.2017;150000;23,594.3366359;23,594.7666504;23,578.7261088;23,594.4066382;3,593
27.11.2017;160000;23,594.5166420;23,599.1467983;23,582.4062331;23,582.4062331;3,553
27.11.2017;170000;23,582.4062331;23,583.0862560;23,581.0261865;23,581.5762050;1,199
28.11.2017;100000;23,625.9877045;23,674.2193330;23,617.9074317;23,651.3585612;1,795
28.11.2017;110000;23,651.3485608;23,670.9292219;23,648.5384659;23,669.1791629;3,597
28.11.2017;120000;23,669.1591622;23,711.1705806;23,659.5788387;23,707.2004466;3,597
28.11.2017;130000;23,707.1404446;23,755.6220815;23,706.6804290;23,753.2720022;3,594
28.11.2017;140000;23,753.2520015;23,774.7127261;23,676.5294110;23,682.1496008;3,586
28.11.2017;150000;23,682.0895988;23,783.9430377;23,648.0584497;23,780.1429094;3,573
28.11.2017;160000;23,780.0229054;23,850.4152821;23,773.7426933;23,835.1347662;3,523
28.11.2017;170000;23,840.4049441;23,840.4049441;23,837.4448442;23,837.5148465;1,199
29.11.2017;100000;23,884.0664183;23,960.5690013;23,884.0664183;23,945.8685050;1,793
29.11.2017;110000;23,948.0485786;23,953.0587477;23,899.9569548;23,925.7678263;3,588
29.11.2017;120000;23,925.6478222;23,934.1681099;23,878.9062441;23,884.1564213;3,582
29.11.2017;130000;23,884.3864291;23,916.4275109;23,873.3960580;23,909.9772931;3,58
29.11.2017;140000;23,910.1672995;23,920.9176625;23,898.2468971;23,916.1975031;3,593
29.11.2017;150000;23,916.6275177;23,942.7383993;23,915.3474744;23,920.9376632;3,582
29.11.2017;160000;23,920.2176389;23,951.1486832;23,909.3672725;23,940.9083375;3,544
29.11.2017;170000;23,941.1183446;23,941.4883571;23,940.9783398;23,941.4883571;1,2
30.11.2017;100000;24,014.6108260;24,073.6428191;24,014.6108260;24,062.4024396;1,793
30.11.2017;110000;24,062.6124467;24,105.1338824;24,054.1721617;24,101.6537649;3,583
30.11.2017;120000;24,101.6437645;24,147.4053096;24,101.6437645;24,145.4252428;3,572
30.11.2017;130000;24,145.3952417;24,328.6414288;24,145.3952417;24,286.7000127;3,579
30.11.2017;140000;24,286.5300070;24,316.6810250;24,227.1280014;24,248.8187337;3,59
30.11.2017;150000;24,248.9987398;24,278.3397305;24,229.5680837;24,236.2983110;3,594
30.11.2017;160000;24,236.2583096;24,287.5100401;24,202.5171704;24,261.8791747;3,49
30.11.2017;170000;24,261.8791747;24,273.7195745;24,261.8091723;24,273.1695559;1,198
01.12.2017;100000;24,306.2206718;24,314.9009649;24,220.9177917;24,244.0085713;1,798
01.12.2017;110000;24,244.2185784;24,322.8812344;24,202.4871694;24,309.0107660;3,587
01.12.2017;120000;24,308.7907586;24,314.3009447;23,922.7077230;24,136.5849443;3,288
01.12.2017;130000;24,136.9549568;24,191.9668142;24,110.1440515;24,175.0162419;3,575
01.12.2017;140000;24,174.4462226;24,212.7075145;24,152.3754774;24,194.7769091;3,591
01.12.2017;150000;24,194.7169070;24,208.0373568;24,169.1160427;24,184.1665508;3,581
01.12.2017;160000;24,184.1565505;24,248.1487111;24,161.4057823;24,236.5483194;3,546
01.12.2017;170000;24,229.6880878;24,232.4081796;24,229.6880878;24,232.4081796;1,2
04.12.2017;100000;24,424.9346801;24,495.1670514;24,416.5243961;24,484.0166749;1,791
04.12.2017;110000;24,486.7267664;24,534.8683919;24,456.0957322;24,473.3163136;3,571
04.12.2017;120000;24,472.6062897;24,480.3865523;24,428.5448020;24,455.0556971;3,581
04.12.2017;130000;24,454.9356930;24,463.8359935;24,402.9039362;24,429.4848337;3,589
04.12.2017;140000;24,429.7248418;24,446.0153918;24,414.8643401;24,417.4244265;3,596
04.12.2017;150000;24,417.8044393;24,417.8044393;24,351.8422122;24,379.8531580;3,583
04.12.2017;160000;24,379.0531309;24,379.0531309;24,299.2004348;24,299.2004348;3,489
04.12.2017;170000;24,289.0800931;24,291.3501698;24,289.0100907;24,290.8701535;1,2
05.12.2017;100000;24,335.8316716;24,350.5621690;24,245.9786378;24,248.1787121;1,798
05.12.2017;110000;24,249.3487516;24,314.1409393;24,248.4487212;24,308.9207630;3,598
05.12.2017;120000;24,309.4007792;24,328.6414288;24,265.9193111;24,268.5794009;3,595
05.12.2017;130000;24,268.2093884;24,273.6795731;24,233.9082303;24,246.9986723;3,594
05.12.2017;140000;24,247.2786817;24,278.3097295;24,238.9083991;24,271.8095100;3,597
05.12.2017;150000;24,271.9195137;24,277.9497173;24,193.5768685;24,207.2973318;3,589
05.12.2017;160000;24,207.2073288;24,212.3575027;24,156.0956030;24,180.4764262;3,545
05.12.2017;170000;24,178.2863523;24,182.0064779;24,178.2863523;24,181.4564593;1,2
06.12.2017;100000;24,172.7161642;24,213.8175519;24,145.8452569;24,180.0164107;1,799
06.12.2017;110000;24,177.8163364;24,215.3276029;24,136.8649537;24,214.9975918;3,591
06.12.2017;120000;24,214.9475901;24,230.1681040;24,175.1162452;24,184.2365532;3,594
06.12.2017;130000;24,183.9565437;24,186.6066332;24,146.1852684;24,178.0763452;3,593
06.12.2017;140000;24,178.5263604;24,201.5471377;24,168.2960150;24,194.2568915;3,596
06.12.2017;150000;24,194.3468945;24,210.2374311;24,182.0964809;24,190.1767537;3,59
06.12.2017;160000;24,190.3267588;24,196.8669796;24,135.3049011;24,145.7852549;3,542
06.12.2017;170000;24,145.1652340;24,145.1652340;24,141.7251178;24,141.7251178;1,199
07.12.2017;100000;24,114.4241960;24,204.2572292;24,102.0537784;24,203.6372082;1,794
07.12.2017;110000;24,205.4372690;24,207.3773345;24,174.4062213;24,186.4766288;3,536
07.12.2017;120000;24,186.4166268;24,242.2385116;24,157.4356483;24,240.3484477;3,598
07.12.2017;130000;24,240.4084498;24,256.2689853;24,221.6578167;24,254.5289265;3,597
07.12.2017;140000;24,254.5289265;24,263.6992361;24,218.0076934;24,230.7181226;3,592
07.12.2017;150000;24,230.6481202;24,235.6282884;24,168.0860079;24,202.7171772;3,593
07.12.2017;160000;24,202.6471748;24,222.8778579;24,180.7264347;24,212.2775000;3,558
07.12.2017;170000;24,213.3375357;24,213.8175519;24,212.0974939;24,212.2975006;1,199
08.12.2017;100000;24,264.0792490;24,289.0200911;24,237.8583637;24,266.0193145;1,797
08.12.2017;110000;24,266.1693195;24,287.7700489;24,226.3179740;24,287.7700489;3,598
08.12.2017;120000;24,287.3400344;24,301.8305236;24,265.9993138;24,283.1198919;3,597
08.12.2017;130000;24,282.9398858;24,321.9712036;24,282.3598662;24,290.2401323;3,597
08.12.2017;140000;24,290.4401390;24,315.1809744;24,286.4500043;24,303.4905797;3,599
08.12.2017;150000;24,303.4205773;24,308.9907654;24,283.3098983;24,294.3202700;3,594
08.12.2017;160000;24,294.5602781;24,329.9114717;24,287.8400512;24,329.9114717;3,547
08.12.2017;170000;24,329.9114717;24,330.9415065;24,329.6314623;24,329.9814741;1,199
11.12.2017;100000;24,338.9317763;24,375.9530263;24,315.5609872;24,375.9530263;1,799
11.12.2017;110000;24,378.3831083;24,386.9233967;24,321.8111982;24,325.5213235;3,556
11.12.2017;120000;24,325.5813255;24,363.1525941;24,320.4111510;24,346.1720207;3,598
11.12.2017;130000;24,346.1320194;24,371.7628848;24,346.1320194;24,367.8527528;3,598
11.12.2017;140000;24,368.0427592;24,377.2030685;24,358.1224242;24,374.7829868;3,6
11.12.2017;150000;24,374.7129844;24,377.0130621;24,355.7723449;24,363.9226201;3,598
11.12.2017;160000;24,363.5426072;24,390.5435189;24,347.0620508;24,386.1133693;3,562
11.12.2017;170000;24,386.3233764;24,387.0634014;24,386.3233764;24,386.8533943;1,198
12.12.2017;100000;24,453.7856542;24,502.3572942;24,444.6553459;24,487.6267968;1,798
12.12.2017;110000;24,489.7568687;24,504.6173705;24,464.4160131;24,489.6468650;3,597
12.12.2017;120000;24,489.3768559;24,532.1382997;24,469.0361691;24,525.2080657;3,598
12.12.2017;130000;24,525.4080724;24,553.7990310;24,500.0472162;24,538.2485060;3,597
12.12.2017;140000;24,538.3285087;24,550.6089233;24,525.9780917;24,531.8182889;3,6
12.12.2017;150000;24,531.9382929;24,548.6988588;24,525.3280697;24,537.7384888;3,593
12.12.2017;160000;24,537.5984840;24,549.1988757;24,500.2572233;24,511.1075896;3,559
12.12.2017;170000;24,508.8675140;24,508.9375163;24,505.4273978;24,505.6274046;1,2
13.12.2017;100000;24,526.0180930;24,586.4501335;24,519.1278604;24,574.9897465;1,796
13.12.2017;110000;24,574.5797327;24,620.9712990;24,569.0895473;24,618.0912018;3,593
13.12.2017;120000;24,618.2612075;24,666.8528482;24,610.3809415;24,661.9226817;3,594
13.12.2017;130000;24,661.8226783;24,661.8926807;24,611.5709816;24,620.4812825;3,595
13.12.2017;140000;24,620.5712855;24,621.8313281;24,585.6901078;24,604.3707385;3,594
13.12.2017;150000;24,605.1207639;24,657.4525308;24,604.9707588;24,648.5322296;3,589
13.12.2017;160000;24,648.3322228;24,648.3322228;24,587.2301598;24,594.0403897;3,546
13.12.2017;170000;24,594.0403897;24,594.0403897;24,586.2601270;24,586.2601270;1,199
14.12.2017;100000;24,631.8416661;24,673.3130663;24,630.1016073;24,653.8624096;1,795
14.12.2017;110000;24,654.9924477;24,657.1825217;24,611.9109931;24,614.5510823;3,594
14.12.2017;120000;24,611.1909688;24,628.4215506;24,584.0200514;24,626.1914753;3,595
14.12.2017;130000;24,626.1214729;24,626.1214729;24,569.1995510;24,576.9698134;3,595
14.12.2017;140000;24,576.8398090;24,589.9402513;24,556.1491104;24,557.9291705;3,59
14.12.2017;150000;24,558.6191938;24,570.7696040;24,518.3778351;24,549.1588744;3,584
14.12.2017;160000;24,548.7088592;24,577.4998313;24,513.1076571;24,513.6176744;3,53
14.12.2017;170000;24,519.5778756;24,519.5778756;24,509.4875349;24,509.4875349;1,199
15.12.2017;100000;24,586.5401365;24,656.9525139;24,585.2700936;24,609.3209057;1,798
15.12.2017;110000;24,607.1408321;24,662.2926942;24,605.0207605;24,622.4713497;3,588
15.12.2017;120000;24,622.9413655;24,675.0431247;24,618.6612210;24,659.6726057;3,433
15.12.2017;130000;24,659.7026068;24,671.3730008;24,648.9722445;24,659.5626020;3,599
15.12.2017;140000;24,659.9026135;24,667.4228674;24,644.9021070;24,666.0128198;3,598
15.12.2017;150000;24,666.0028195;24,678.1732304;24,657.5125328;24,669.0629228;3,594
15.12.2017;160000;24,669.2029275;24,689.4536113;24,619.6612548;24,646.0621462;3,46
15.12.2017;170000;24,646.9921776;24,652.5723660;24,646.9921776;24,652.5723660;1,199
18.12.2017;100000;24,740.3953312;24,876.9099405;24,740.3953312;24,850.0790346;1,799
18.12.2017;110000;24,850.7490572;24,859.3293469;24,809.0276485;24,823.2581290;3,595
18.12.2017;120000;24,823.4181344;24,846.2389049;24,813.9578150;24,838.8686561;3,59
18.12.2017;130000;24,839.0086608;24,845.4988799;24,815.9578825;24,821.6380743;3,597
18.12.2017;140000;24,821.5580716;24,821.9880861;24,778.2666099;24,784.4868199;3,59
18.12.2017;150000;24,784.4468186;24,805.9275439;24,773.7664580;24,804.7175030;3,59
18.12.2017;160000;24,804.6675013;24,814.3978299;24,787.2569135;24,798.3472879;3,535
18.12.2017;170000;24,798.3472879;24,798.3472879;24,793.0371086;24,793.0371086;1,199
19.12.2017;100000;24,835.2185328;24,850.9490640;24,725.5048285;24,767.2162368;1,791
19.12.2017;110000;24,767.2162368;24,784.2168108;24,716.4345222;24,738.2152576;3,528
19.12.2017;120000;24,739.7053080;24,767.1662351;24,723.7647697;24,744.7854795;3,588
19.12.2017;130000;24,744.4054666;24,769.7063209;24,736.3951962;24,769.6063175;3,582
19.12.2017;140000;24,769.5763165;24,793.3071178;24,769.3863101;24,774.6464877;3,588
19.12.2017;150000;24,774.7764921;24,795.4771910;24,760.1259974;24,770.5663499;3,579
19.12.2017;160000;24,770.6363523;24,790.0570080;24,748.4056017;24,755.7858509;3,514
19.12.2017;170000;24,757.2358999;24,757.2358999;24,754.8258185;24,755.5858441;1,199
20.12.2017;100000;24,838.9286581;24,853.2791426;24,746.5655396;24,792.8271015;1,798
20.12.2017;110000;24,792.4470887;24,812.3777617;24,722.1147140;24,751.9557216;3,596
20.12.2017;120000;24,752.7657489;24,785.5768568;24,744.0154535;24,756.7958850;3,597
20.12.2017;130000;24,756.9358897;24,775.8965299;24,741.4953684;24,761.0960302;3,592
20.12.2017;140000;24,761.0260278;24,777.9165981;24,759.6159802;24,766.9162267;3,58
20.12.2017;150000;24,767.0562314;24,769.6263182;24,697.9438979;24,719.7946357;3,588
20.12.2017;160000;24,719.9046394;24,748.8856179;24,718.2745844;24,729.8149740;3,545
20.12.2017;170000;24,727.7949058;24,727.7949058;24,727.1048825;24,727.4848953;1,199
21.12.2017;100000;24,779.0966380;24,814.0278174;24,767.1062331;24,805.6575348;1,797
21.12.2017;110000;24,797.4772586;24,851.7490910;24,797.4772586;24,830.6983802;3,57
21.12.2017;120000;24,830.9083873;24,850.1890383;24,824.9181851;24,835.1685312;3,569
21.12.2017;130000;24,835.0085258;24,841.4787442;24,820.5780385;24,839.8486892;3,59
21.12.2017;140000;24,839.8586895;24,849.5690174;24,828.6983127;24,831.8784201;3,593
21.12.2017;150000;24,831.7784167;24,832.4584397;24,806.0475479;24,824.3281651;3,592
21.12.2017;160000;24,825.0581898;24,826.4882381;24,773.9864654;24,785.0568392;3,541
21.12.2017;170000;24,785.0568392;24,785.0568392;24,782.8467646;24,783.1267740;1,198
22.12.2017;100000;24,764.8761578;24,784.9868368;24,745.1954933;24,770.5963510;1,795
22.12.2017;110000;24,770.8363591;24,782.1667416;24,749.7456470;24,751.1156932;3,593
22.12.2017;120000;24,750.9756885;24,757.1358965;24,718.3445867;24,735.4251634;3,588
22.12.2017;130000;24,735.2851587;24,748.8356162;24,721.8047036;24,727.6649014;3,585
22.12.2017;140000;24,727.4748950;24,741.7253762;24,723.2247515;24,737.3052269;3,593
22.12.2017;150000;24,737.2652256;24,756.0658603;24,726.3148558;24,749.2656307;3,587
22.12.2017;160000;24,749.8156493;24,763.4761105;24,743.9654518;24,758.2359336;3,557
22.12.2017;170000;24,758.1659313;24,758.1659313;24,754.8958208;24,754.8958208;1,2
26.12.2017;100000;24,716.6745303;24,778.9666336;24,709.2542798;24,757.8059191;1,795
26.12.2017;110000;24,758.2259333;24,774.9564982;24,745.6955102;24,745.8155143;3,591
26.12.2017;120000;24,745.6155075;24,758.0659279;24,735.8051763;24,741.0553535;3,592
26.12.2017;130000;24,741.2953616;24,743.2454275;24,720.1246468;24,726.1048487;3,584
26.12.2017;140000;24,726.1048487;24,736.8652121;24,717.4345560;24,726.2448535;3,595
26.12.2017;150000;24,726.1448501;24,738.4452654;24,717.7545668;24,737.1352212;3,589
26.12.2017;160000;24,737.2552252;24,749.9656544;24,722.2847198;24,746.0155210;3,575
26.12.2017;170000;24,746.0455220;24,747.3155649;24,746.0455220;24,747.0455558;1,2
27.12.2017;100000;24,767.3562416;24,767.3562416;24,732.5150652;24,737.7452418;1,797
27.12.2017;110000;24,736.9852161;24,785.7168615;24,736.3451945;24,784.1268078;3,59
27.12.2017;120000;24,784.1968102;24,790.3570181;24,764.3361396;24,770.2363388;3,593
27.12.2017;130000;24,770.3563428;24,776.3165441;24,761.3160376;24,769.6463189;3,592
27.12.2017;140000;24,769.4163111;24,777.0865701;24,759.9959930;24,775.2565083;3,591
27.12.2017;150000;24,775.3765123;24,775.3765123;24,752.5757425;24,760.4260076;3,596
27.12.2017;160000;24,760.5960133;24,775.5165171;24,748.1455929;24,771.4863810;3,567
27.12.2017;170000;24,771.9363962;24,775.1365042;24,771.9363962;24,775.1365042;1,199
28.12.2017;100000;24,808.0476155;24,832.1084278;24,800.5473622;24,812.8277768;1,799
28.12.2017;110000;24,813.0377839;24,829.9483549;24,801.8174051;24,822.0680888;3,595
28.12.2017;120000;24,822.1780926;24,825.0381891;24,809.3276587;24,812.1377535;3,594
28.12.2017;130000;24,812.0077492;24,814.0478180;24,797.9672751;24,805.0875155;3,589
28.12.2017;140000;24,805.7075364;24,813.7178069;24,800.6273649;24,812.3477606;3,589
28.12.2017;150000;24,812.3777617;24,824.5981743;24,806.5975665;24,820.3180297;3,587
28.12.2017;160000;24,820.0880220;24,840.0686966;24,811.7477404;24,834.5185092;3,567
28.12.2017;170000;24,835.1385301;24,838.3486385;24,835.1385301;24,838.3486385;1,2
29.12.2017;100000;24,861.6194242;24,872.4997916;24,829.8583519;24,838.5986470;1,742
29.12.2017;110000;24,839.5086777;24,839.5086777;24,794.3871542;24,807.4675959;3,527
29.12.2017;120000;24,807.3275911;24,833.9084886;24,792.5770931;24,826.8482502;3,48
29.12.2017;130000;24,826.8782512;24,829.4183370;24,811.0077154;24,816.0578859;3,542
29.12.2017;140000;24,816.1278883;24,818.5379696;24,790.5970263;24,799.2273176;3,505
